"DONOR","RECIPIENT","SECTOR","FLOW","CHANNEL","AMOUNTTYPE","FLOWTYPE","AIDTYPE","YEAR","Donor Name","Donor Agency","OECD ID","Donor Project ID","Recipient Name","Region","Income Group","Channel of Delivery Code","Channel of Delivery Name","Category Code","Category Name","FinanceType Code","FinanceType Name","BiMulti Code","Type of Aid Code","Type of Aid Name","Short Description","Project title","Purpose Code","Purpose Name","Sector","Long Description","SDG Focus","Gender equality","Environment","PDGG","Trade Development","RMNCH","DRR","Nutrition","Disability","Biodiversity","Climate Mitigation","Climate Adaptation","Desertification","Amount","Amount Type","Amount Tied USD million","Amount Untied USD million","Amount Partially Untied USD million","Nature of Submission","Value"
"5","232","15160","11","20000","A","112","B01","2021","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2021002335","201874858","Chad","South of Sahara","LDCs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","A RIGHTS-BASED AND ADVOCACY APPROACH TO SUSTAINABLE LIVELIHOODS THROUGH ADDRESSING LAND RIGHTS AND RIGHTS OF REFUGEES","A rights-based and advocacy approach to sustainable livelihoods through addressing land rights and rights of refugees","15160","Human rights","I.5.a. Government & Civil Society-general","The Lutheran World Foundation Chad works with rights based approch with local people and refugees. With its concept 'from local to global' it combines it with national and international lobby and advocacy.","16;10;1","1","0","2","","0","","","","0","0","0","0",".002961","Current Prices (USD millions)",".000000",".000000","","3","0.002961"
"5","232","15160","11","20000","A","112","B01","2021","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2021002462","201876697","Chad","South of Sahara","LDCs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","RESPECT OF HUMAN RIGHTS IN CHAD, CONTINUATION","Respect of Human Rights in Chad, continuation","15160","Human rights","I.5.a. Government & Civil Society-general","The human rights network is actively committed to the observance of human rights in Chad. In particular, this project implements activities in four regions of the country to strengthen civil rights and the observance of economic, social and cultural rights of the people in Chad's oil-producing region.","16;10;1","1","0","2","","0","","","","0","0","0","0",".023656","Current Prices (USD millions)",".000000",".000000","","3","0.023656"
"5","232","15160","11","20000","A","112","B01","2021","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2021004545","202076776","Chad","South of Sahara","LDCs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","JUSTICE AND DEMOCRACY IN SOUTHERN CHAD, CONTINUATION","Justice and Democracy in Southern Chad, continuation","15160","Human rights","I.5.a. Government & Civil Society-general","The partner approach to legal counselling is based on so-called parajurists (PJ), who are trained in legal basics and are able to provide initial counselling on site. Due to the close accompaniment of the parajurists and their local roots, more and more people are becoming aware of their rights and can demand them.","5;16;10","2","0","2","","0","","","","0","0","0","0",".283962","Current Prices (USD millions)",".000000",".000000","","3","0.283962"
"5","751","41030","11","50000","A","112","B01","2021","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2021006120","201906015-3677","Malaysia","Far East Asia","UMICs","50000","University, college or other teaching institution, research institute or think-tank","10","ODA","110","Standard grant","3","B01","Core support to NGOs, other private bodies, PPPs and research institutes","SUSTAINABLE FOREST MANAGEMENT AND INCOME GENERATION FROM NATURAL RESOURCES FOR THE PENAN AND INDIGENOUES COMMUNITIES IN THE 'HEART OF BORNEO'.","Sustainable forest management and income generation from natural resources for the Penan and indigenoues communities in the 'Heart of Borneo'.","41030","Biodiversity","IV.1. General Environment Protection","The goal is to enable german NGOs and their local partners to implement development projects.","15;10;1","0","2","1","","0","","","","2","0","1","0",".078306","Current Prices (USD millions)",".000000",".000000","","3","0.078306"
"5","769","11330","11","50000","A","112","B01","2021","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2021006274","201906015-4390","Viet Nam","Far East Asia","LMICs","50000","University, college or other teaching institution, research institute or think-tank","10","ODA","110","Standard grant","3","B01","Core support to NGOs, other private bodies, PPPs and research institutes","DUAL VOCATIONAL TRAINING - GASTRONOMY AND HOSPITALITY - FOR YOUNG WOMEN AND MEN FROM MARGINALISED COMMUNITIES IN VIETNAM","Dual Vocational Training - Gastronomy and Hospitality - for young women and men from marginalised communities in Vietnam","11330","Vocational training","I.1.c. Secondary Education","The goal is to enable german NGOs and their local partners to implement development projects.","4","0","0","0","","0","","","","0","0","0","0",".320814","Current Prices (USD millions)",".000000",".232400","","3","0.320814"
"5","9998","43082","11","50000","A","112","B01","2021","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2021005389","202150902","Bilateral, unspecified","Regional and Unspecified","Part I unallocated by income","50000","University, college or other teaching institution, research institute or think-tank","10","ODA","110","Standard grant","3","B01","Core support to NGOs, other private bodies, PPPs and research institutes","INSTITUTIONAL SUPPORT - INVESTMENTS 2021","Institutional Support - Investments 2021","43082","Research/scientific institutions","IV.2. Other Multisector","Institutional Support - Investments 2021","9","0","0","0","","0","","","","0","0","0","0",".173130","Current Prices (USD millions)",".000000",".000000","","3","0.17313"
"5","9998","43082","11","50000","A","112","B01","2021","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2021005390","202150910","Bilateral, unspecified","Regional and Unspecified","Part I unallocated by income","50000","University, college or other teaching institution, research institute or think-tank","10","ODA","110","Standard grant","3","B01","Core support to NGOs, other private bodies, PPPs and research institutes","INSTITUTIONAL SUPPORT - INVESTMENTS IN 2021","Institutional support - investments in 2021","43082","Research/scientific institutions","IV.2. Other Multisector","Institutional support - investments in 2021","9","0","0","0","","0","","","","0","0","0","0",".153737","Current Prices (USD millions)",".000000",".212900","","1","0.153737"
"5","9998","43082","11","50000","A","112","B01","2021","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2021005282","202134864","Bilateral, unspecified","Regional and Unspecified","Part I unallocated by income","50000","University, college or other teaching institution, research institute or think-tank","10","ODA","110","Standard grant","3","B01","Core support to NGOs, other private bodies, PPPs and research institutes","INSTITUTIONAL SUPPORT - OPERATIONS 2021","Institutional Support - Operations 2021","43082","Research/scientific institutions","IV.2. Other Multisector","Institutional Support - Operations 2021","9","0","0","0","","0","","","","0","0","0","0","10.408641","Current Prices (USD millions)",".000000",".000000","","3","10.408641"
"5","645","12261","11","50000","A","112","B01","2021","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2021006125","201906015-3795","India","South & Central Asia","LMICs","50000","University, college or other teaching institution, research institute or think-tank","10","ODA","110","Standard grant","3","B01","Core support to NGOs, other private bodies, PPPs and research institutes","STRENGTHENING COMMUNITY STRUCTURES AND PARTICIPATION OF CIVIL SOCIETY TO PROMOTE INCLUSIVE, SUSTAINABLE AND CHILD-FRIENDLY CITIES (SDG 11)","Strengthening community structures and participation of civil society to promote inclusive, sustainable and child-friendly cities (SDG 11)","12261","Health education","I.2.b. Basic Health","Strengthening community structures and participation of civil society to promote inclusive, sustainable, child-friendly cities (SDG 11) in the Slums of Mumbai and Bhopal","4;3","1","1","1","","0","","","","0","0","0","0",".132029","Current Prices (USD millions)",".000000",".000000","","3","0.132029"
"5","218","15180","11","20000","A","112","B01","2021","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2021001708","201775923","South Africa","South of Sahara","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","ADDRESSING GENDER INEQUALITY AND VIOLENCE AGAINST WOMEN IN SOUTH AFRICA","Addressing gender inequality and violence against women in South Africa","15180","Ending violence against women and girls","I.5.a. Government & Civil Society-general","Addressing gender inequality and violence against women in South Africa","5;16;10","2","0","2","","1","","","","0","0","0","0",".010411","Current Prices (USD millions)",".000000",".000000","","3","0.010411"
"5","218","15180","11","20000","A","112","B01","2021","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2021003309","201974856","South Africa","South of Sahara","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","PREVENTING AND REDUCING VIOLENCE AGAINST WOMEN AND GIRLS AND TO PROTECT VICTIMS AND GROUPS AT RISK, TOWNSHIPS IN THE WESTKAP (CONTINUATION)","Preventing and reducing violence against women and girls and to protect victims and groups at risk, Townships in the Westkap (continuation)","15180","Ending violence against women and girls","I.5.a. Government & Civil Society-general","Preventing and reducing violence against women and girls and to protect victims and groups at risk, Townships in the Westkap (continuation)","5;16;10;1","2","0","2","","1","","","","0","0","0","0",".179652","Current Prices (USD millions)",".000000",".000000","","3","0.179652"
"5","89","24010","19","30000","A","112","B01","2021","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2016130376","201336593","Europe, regional","Europe","Part I unallocated by income","30000","","10","ODA","520","Shares in collective investment vehicles ","3","B01","Core support to NGOs, other private bodies, PPPs and research institutes","ENTERPRISE INNOVATION FUND (ENIF) SOUTHEASTERN EUROPE","Enterprise Innovation Fund (ENIF) Southeastern Europe","24010","Financial policy and administrative management","II.4. Banking & Financial Services","Sustainable improvement of access to equity financing of innovative and fast growing MSME in Southeastern Europe","8","1","0","0","","0","","","","0","0","0","0","1.002654","Current Prices (USD millions)",".000000",".000000","","3","1.002654"
"5","64","16010","11","50000","A","112","B01","2021","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2021005928","201806009-3103","Bosnia and Herzegovina","Europe","UMICs","50000","University, college or other teaching institution, research institute or think-tank","10","ODA","110","Standard grant","3","B01","Core support to NGOs, other private bodies, PPPs and research institutes","DEMOCRATIC AND ECONOMIC EMPOWERMENT OF UNDERDEVELOPED COMMUNITITES IN THE CANTON OF TUZLA","Democratic and economic empowerment of underdeveloped communitites in the Canton of Tuzla","16010","Social Protection","I.6. Other Social Infrastructure & Services","Democratic and economic empowerment of underdeveloped communitites in the Canton of Tuzla","16;10;1","0","0","2","","0","","","","0","0","0","0",".150400","Current Prices (USD millions)",".000000",".000000","","3","0.1504"
"5","232","15160","11","20000","A","112","B01","2021","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2021004140","202033892","Chad","South of Sahara","LDCs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","HUMAN RIGHTS EDUCATION AND POLITICAL PARTICIPATION IN CHAD","Human rights education and political participation in Chad","15160","Human rights","I.5.a. Government & Civil Society-general","Human rights education and political participation in Chad","16;10;1","1","0","2","","0","","","","0","0","0","0",".156158","Current Prices (USD millions)",".000000",".000000","","3","0.156158"
"5","234","15150","11","20000","A","112","B01","2021","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2021002101","201833177","Congo","South of Sahara","LMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","PROMOTION OF GOOD GOVERNANCE AND CIVIC PARTICIPATION OF COMMUNITIES AFFECTED BY EXTRACTIVE INDUSTRIES INVESTMENTS IN THE REPUBLIC OF CONGO","Promotion of good governance and civic participation of communities affected by extractive industries investments in the Republic of Congo","15150","Democratic participation and civil society","I.5.a. Government & Civil Society-general","Promotion of good governance and civic participation of communities affected by extractive industries investments in the Republic of Congo","16","1","1","2","","0","","","","1","0","0","0",".095494","Current Prices (USD millions)",".000000",".000000","","3","0.095494"
"5","247","31181","11","20000","A","112","B01","2021","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2021002575","201910306","C(te d'Ivoire","South of Sahara","LMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","PARTNER-AFRIKA-PROJECT UNDER THE SPECIAL INITIATIVE OF THE DT. E.V (BDEX) AND IVORIAN FRUIT TRADE FIRMS, C+TE D'IVOIRE","Partner-Afrika-Project under the Special Initiative of the Dt. e.V (BDEx) and Ivorian fruit trade firms, C(te d'Ivoire","31181","Agricultural education/training","III.1.a. Agriculture","To improve the employment situation in the sector of fruit and vegetable production, processing and export in Cote I'voire","4;2","0","0","1","","0","","","","0","0","0","0",".520341","Current Prices (USD millions)",".000000",".000000","","3","0.520341"
"5","235","11120","11","20000","A","112","B01","2021","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2021001420","201675180","Democratic Republic of the Congo","South of Sahara","LDCs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","CONSTRUCTION AND EQUIPEMENT OF A FACULTY OF APPLIED TECHNOLOGY AND ENGINEERING SCIENCES (PHASEII)","Construction and Equipement of a Faculty of Applied Technology and Engineering Sciences (PhaseII)","11120","Education facilities and training","I.1.a. Education, Level Unspecified","Construction and Equipement of a Faculty of Applied Technology and Engineering Sciences (PhaseII)","4","1","1","0","","0","","","","0","0","0","0",".008780","Current Prices (USD millions)",".000000",".000000","","3","0.00878"
"5","235","11120","11","20000","A","112","B01","2021","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2021002718","201929363","Democratic Republic of the Congo","South of Sahara","LDCs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","EXTENSION OF A RURAL SECONDARY SCHOOL IN IMBELA","Extension of a rural secondary school in Imbela","11120","Education facilities and training","I.1.a. Education, Level Unspecified","Extension of a rural secondary school in Imbela","5;4;10;1","2","0","1","","0","","","","0","0","0","0",".054636","Current Prices (USD millions)",".000000",".000000","","3","0.054636"
"5","218","16050","11","20000","A","112","B01","2021","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2021001929","201830686","South Africa","South of Sahara","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","SUPPORT FOR DISADVANTAGED YOUTH AND THEIR FAMILIES IN THE CAPE FLATS COMMUNITIES OF CAPE TOWN","Support for disadvantaged youth and their families in the Cape Flats Communities of Cape Town","16050","Multisector aid for basic social services","I.6. Other Social Infrastructure & Services","Support for disadvantaged youth and their families in the Cape Flats Communities of Cape Town","10;1","1","0","0","","0","","","","0","0","0","0",".000591","Current Prices (USD millions)",".000000",".000000","","3","0.000591"
"5","218","16050","11","20000","A","112","B01","2021","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2021002150","201833797","South Africa","South of Sahara","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","SUPPORT OF SOCIAL SERVICES FOR CHILDREN AND YOUTHS, FOOD SECURITY AND COMMUNITY DEVELOPMENT IN WESTERN CAPE PROVINCE, SOUTH AFRICA","Support of social services for children and youths, food security and community development in Western Cape Province, South Africa","16050","Multisector aid for basic social services","I.6. Other Social Infrastructure & Services","Support of social services for children and youths, food security and community development in Western Cape Province, South Africa","10;1","1","1","1","","0","","","","0","0","1","0",".042219","Current Prices (USD millions)",".000000",".000000","","3","0.042219"
"5","218","24040","11","20000","A","112","B01","2021","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2021002995","201933084","South Africa","South of Sahara","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","EXTENDING SAVING GROUPS AND INCOME GENERATING INITIATIVES IN EASTERN AND NORTHERN CAPE, FREE STATE AND KWAZULU NATAL","Extending saving groups and income generating initiatives in Eastern and Northern Cape, Free State and KwaZulu Natal","24040","Informal/semi-formal financial intermediaries","II.4. Banking & Financial Services","Extending saving groups and income generating initiatives in Eastern and Northern Cape, Free State and KwaZulu Natal","8;10;1","1","0","0","","0","","","","0","0","0","0",".094430","Current Prices (USD millions)",".000000",".000000","","3","0.09443"
"5","218","31120","11","20000","A","112","B01","2021","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2021002300","201874312","South Africa","South of Sahara","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","ENTREPRENEURIAL DEVELOPMENT PROGRAMME 2018-2021","Entrepreneurial Development Programme 2018-2021","31120","Agricultural development","III.1.a. Agriculture","Entrepreneurial Development Programme 2018-2021","2;15;10;1","1","0","1","","1","","","","0","0","0","0",".144403","Current Prices (USD millions)",".000000",".000000","","3","0.144403"
